rho_443_a,rho_492_a,rho_560_a,rho_665_a,rho_704_a,rho_740_a,rho_783_a,rho_865_a,CHL
0.03301128,0.0412071,0.062271222,0.046847604,0.04592445,0.01649391,0.016373599,0.008472854,20.263279
0.0427415,0.04983306,0.06546853,0.040721707,0.034546982,0.013101258,0.011139232,0.004540215,22.252686
0.036930755,0.039291725,0.03962848,0.027409509,0.023499828,0.023352142,0.023494124,0.022502065,2.3030066
0.04246454,0.035511527,0.029556671,0.01568934,0.013543717,0.011068294,0.010358289,0.0068594073,1.6889136
0.027294321,0.021591172,0.016641697,0.008085107,0.0061630677,0.0045471448,0.00284038,0.0010766913,3.2209525
0.038367953,0.037920173,0.03915105,0.025954692,0.025018997,0.025585005,0.025692534,0.02571643,2.0081143
0.03653383,0.034575175,0.043508504,0.023040282,0.022134872,0.011812352,0.010656512,0.006414805,26.678429
0.019451728,0.022915661,0.025004542,0.012293914,0.011500366,0.010036015,0.0101616485,0.009186414,5.9889483
0.025279006,0.030464819,0.036924902,0.02050137,0.019298404,0.01791084,0.018107666,0.017111225,5.2557535
0.022353884,0.0203589,0.023579296,0.014060716,0.014297257,0.014646531,0.014959092,0.015410493,4.2012043
0.021730887,0.025049316,0.027272997,0.014086012,0.013294768,0.012981597,0.013459363,0.012975436,4.6908846
0.044011008,0.047894232,0.04734461,0.014930879,0.011149281,0.006935555,0.0063690636,0.003603723,2.3276706
0.040519424,0.044627953,0.04421991,0.030350285,0.02824568,0.028097194,0.028472254,0.02773617,1.532684
0.043053567,0.040187906,0.036716245,0.0202475,0.017704261,0.01598075,0.015741758,0.014489822,1.8974677
0.028417997,0.027256235,0.024853518,0.010822196,0.008741375,0.008064596,0.007944109,0.008332686,1.8290805
0.01752307,0.018678851,0.025060521,0.014121307,0.015282094,0.014945765,0.015237794,0.01536708,6.3542304
0.024691023,0.025005903,0.029796598,0.01657175,0.013817641,0.01092379,0.009566941,0.007431556,3.2323692
0.04724243,0.048196778,0.046320375,0.015882276,0.011933966,0.008595811,0.0063620303,0.0050769923,2.425205
0.019054065,0.020905275,0.020500192,0.0139731,0.013034802,0.012780235,0.01294244,0.013080858,1.8529956
0.035129547,0.04874089,0.061351877,0.024006339,0.017646175,0.007835088,0.0077857715,0.0063166916,3.074758
0.049251426,0.045305945,0.037877258,0.017642435,0.0148957195,0.011600571,0.011204615,0.008541879,1.401188
0.03406077,0.032803502,0.027305419,0.013210047,0.0105871055,0.008339195,0.0062105856,0.0043948884,1.8635025
0.0341883,0.035228748,0.030638233,0.008962007,0.006487995,0.004534992,0.0045105377,0.0026704795,2.682061
0.038013484,0.03525443,0.030843273,0.015289188,0.012190332,0.010160627,0.00841135,0.0059013935,1.7609134
0.052258782,0.04209314,0.033191364,0.018485688,0.01619232,0.013700667,0.012593313,0.010267668,2.2405767
0.04658947,0.045564655,0.04472753,0.030490879,0.0297253,0.02899427,0.02888377,0.029262146,1.2250856
0.02288197,0.02140296,0.015711011,0.0074595152,0.0067398245,0.0052842554,0.005122583,0.0045744795,1.0632999
0.034189783,0.033537652,0.025010306,0.011581819,0.009078294,0.00753739,0.0065926923,0.004270866,1.3292444
0.040739093,0.04040106,0.04018413,0.028890885,0.027110701,0.026941767,0.027252771,0.026934756,2.0448515
0.031112228,0.026381405,0.023408867,0.014690231,0.013255871,0.010437932,0.008930099,0.00653061,4.2788205
0.03148645,0.030674594,0.038574472,0.016718965,0.01245728,0.0066966834,0.006265722,0.0021515253,3.2427537
0.016112281,0.02211412,0.01981984,0.0121538,0.009162065,0.008923193,0.008332454,0.008123934,2.289939
0.02294833,0.022510374,0.024595793,0.016113952,0.016405247,0.016565995,0.017146092,0.0185918,3.0935595
0.043546066,0.040642943,0.03616848,0.021019954,0.018841173,0.017825816,0.01843803,0.015985925,1.81582
0.04491949,0.03979249,0.040889043,0.03392007,0.033932794,0.035357796,0.035101175,0.036647856,1.5352316
0.048691373,0.058505688,0.06092401,0.02221579,0.016184352,0.007073009,0.005427686,0.0050848313,1.4575098
0.020031817,0.022382807,0.023649694,0.015332549,0.014268142,0.013673471,0.01367286,0.013699466,4.6201167
0.036940992,0.037193008,0.030542532,0.014187594,0.01189193,0.010951912,0.011147402,0.009880769,1.1096594
0.056282286,0.057564687,0.054071777,0.016193666,0.012704904,0.0065095783,0.00537297,0.0046698116,1.9607483
0.0388815,0.042195685,0.038883466,0.013504922,0.00857164,0.0041890657,0.0038090525,0.0016821079,2.9439533
0.030109167,0.042182982,0.0541172,0.022160674,0.016514117,0.009466352,0.009096871,0.0072579375,4.662947
0.04358429,0.049338955,0.04855404,0.017915694,0.013355625,0.008450017,0.009125113,0.0057664653,2.7372031
0.018496571,0.019351713,0.023303723,0.014836923,0.014821323,0.014462455,0.01500311,0.014580451,3.8361888
0.034161426,0.02718198,0.023195015,0.012484489,0.010963604,0.008418846,0.0079467185,0.005597254,3.7161884
0.028026855,0.021784768,0.017744612,0.008777384,0.007344753,0.0052549047,0.0040590824,0.0013998265,5.3074384
0.018262975,0.019663606,0.023970302,0.009562518,0.0078029395,0.007697876,0.006700455,0.006586995,3.8574562
0.03210187,0.030130062,0.023793565,0.009286563,0.0062746145,0.0051308693,0.0042467727,0.0010706317,1.1885554
0.028985456,0.028424364,0.021703726,0.008651611,0.006525343,0.00466179,0.0039292118,0.00089321175,1.2280542
0.027212752,0.027433433,0.036423136,0.014689986,0.01067377,0.0055023916,0.0059957625,0.0015496241,2.900732
0.051486537,0.061833873,0.06330055,0.024105703,0.017329684,0.009753717,0.0075682527,0.0055219126,1.8369286
0.03735144,0.052421868,0.07031485,0.037429605,0.029204752,0.0130346455,0.0132582495,0.009944904,5.7839518
0.03876567,0.043111503,0.036355376,0.0117472,0.008628437,0.0060764104,0.004244315,0.0031543646,2.362565
0.027564581,0.023896271,0.019795934,0.011589465,0.009321999,0.008015223,0.006007331,0.0039686775,2.0279918
0.03609078,0.046586182,0.063347735,0.047023337,0.044336412,0.019743407,0.01816615,0.008653094,21.314516
0.030003227,0.033558547,0.04417579,0.019287854,0.015882032,0.00968797,0.009329335,0.007934171,13.925684
0.028164618,0.022226768,0.018574756,0.009868085,0.007819686,0.0057183267,0.0041800486,0.0020627708,4.2754626
0.0365611,0.03330178,0.028160231,0.01052189,0.009068536,0.006928171,0.0070231245,0.0059744255,1.8493338
0.027520018,0.028409408,0.028425695,0.013081147,0.010709869,0.009601748,0.009317038,0.008420967,1.7568344
0.022881081,0.022373216,0.021646637,0.015615338,0.016037136,0.015537371,0.017026035,0.016662164,1.1748393
0.024388557,0.020538205,0.01737841,0.0091280965,0.007356662,0.005625546,0.0042017107,0.0013308008,4.4716053
0.050093435,0.054080334,0.046057697,0.018638257,0.014477022,0.011311185,0.0101084495,0.008642134,2.0583186
0.034036502,0.02729752,0.024021132,0.012483097,0.010616758,0.008191444,0.006829598,0.0054733637,3.7684731
0.01643996,0.018446028,0.016309626,0.011273662,0.009902988,0.010696748,0.011357916,0.0098138135,1.8179661
0.020402143,0.02054096,0.021914016,0.015773116,0.01460914,0.014264024,0.014591397,0.013753573,4.047253
0.02520885,0.021467915,0.017669937,0.010009036,0.0078043896,0.0060917004,0.004617017,0.0024194443,3.687358
0.043999612,0.05024002,0.048591036,0.01878338,0.013022136,0.008947056,0.006390827,0.0052680736,2.3963678
0.022009838,0.024027903,0.029813075,0.015362594,0.014900383,0.014000877,0.014551377,0.013938492,6.1745176
0.040532354,0.047982004,0.047523815,0.016679404,0.012177722,0.0067914794,0.0056379265,0.004939765,2.2288294
0.03574197,0.0378004,0.05314834,0.02986234,0.029360455,0.011187447,0.009555731,0.0034482246,23.134434
0.033360757,0.037579138,0.029471481,0.008533614,0.0048720255,0.0045091435,0.0035101422,0.0024799265,1.5109477
0.023472449,0.019494204,0.015672965,0.00836329,0.0059023644,0.004070772,0.0027321377,0.0003435273,4.1347632
0.03585596,0.036855496,0.051054068,0.027316622,0.026014034,0.009432764,0.009239872,0.0026070545,20.124847
0.027284093,0.026731862,0.035921674,0.014569051,0.010789429,0.005732037,0.005764196,0.0026260023,4.474262
0.021755468,0.02908715,0.03342623,0.014383985,0.011820218,0.009961335,0.010974426,0.009211771,2.6652975
0.031022554,0.041446015,0.04829003,0.020730786,0.016402554,0.010671508,0.009995927,0.008734332,3.6613014
0.051103808,0.047746483,0.04048069,0.019608254,0.0166161,0.013194582,0.012415323,0.009199022,1.4426165
0.034774963,0.04344239,0.061726864,0.030210303,0.023082608,0.00862657,0.0070987362,0.0022791913,3.9700837
0.026765222,0.026707161,0.027136823,0.021089433,0.021554371,0.021436458,0.021957494,0.02245687,2.2354555
0.035186093,0.04354358,0.062464543,0.029925872,0.023262896,0.008916912,0.008037456,0.0027576508,6.3225813
0.022153532,0.017445609,0.022004884,0.00949173,0.0077392706,0.004327357,0.004199357,0.00086669787,5.3195376
0.037937082,0.043111827,0.035412364,0.022338431,0.021844424,0.0206346,0.020148499,0.019572692,0.5589807
0.047286678,0.047855586,0.04219656,0.024691632,0.020701425,0.018972455,0.019192657,0.017734338,1.8794333
0.05497628,0.052641224,0.04382307,0.019174779,0.016187139,0.012542001,0.011250258,0.008273776,1.2876223
0.0734612,0.09249134,0.1108906,0.09043794,0.07939093,0.035350155,0.03440809,0.019455958,5.324147
0.04368184,0.04418529,0.046260737,0.034474313,0.032524418,0.031781595,0.03212964,0.030405449,1.9871726
0.019356964,0.018360842,0.022917252,0.008359924,0.007304529,0.0062882123,0.0063313763,0.005898925,4.2982445
0.052795555,0.048676983,0.040376768,0.018694252,0.0153642595,0.013097248,0.011775136,0.00846508,1.3453271
0.036440633,0.032361478,0.024077889,0.0111547755,0.009237027,0.006871176,0.0060557555,0.0027470023,1.237925
0.03144608,0.03240704,0.03260009,0.019688485,0.018029293,0.017064994,0.018051695,0.017674873,2.259773
0.0326756,0.025508499,0.021280877,0.01119189,0.009916705,0.008070678,0.0066158036,0.003972408,3.5310488
0.033407338,0.038682353,0.051657032,0.024409197,0.017720211,0.009252014,0.008620811,0.0047613974,5.5376267
0.05116904,0.06737716,0.08657691,0.044268154,0.033754602,0.013435919,0.013091476,0.008955016,3.8478265
0.05132781,0.044991735,0.037071954,0.022964306,0.020621888,0.020428682,0.020860648,0.018712986,1.0837529
0.02370033,0.024930492,0.031155802,0.014941079,0.01421238,0.0139982,0.013536738,0.013398933,4.485477
0.028990932,0.040922496,0.03973586,0.013680224,0.009639319,0.0061522303,0.006299926,0.0042877006,1.8426374
0.041285798,0.038687177,0.03511452,0.02224189,0.021858174,0.022463934,0.023212092,0.023732103,1.2015599
0.022888618,0.024132561,0.026112553,0.016824994,0.01688464,0.017047247,0.018594349,0.018304383,2.334412
0.036751363,0.03655348,0.04818089,0.02608499,0.024794143,0.010992749,0.0102199875,0.0047989697,17.195673
0.04506717,0.047383007,0.06076622,0.037819,0.035934612,0.016859058,0.014959876,0.007913698,18.800459
0.034539964,0.042702585,0.036187623,0.010579171,0.006983438,0.0033137598,0.003973591,0.003127254,1.471678
0.036956225,0.033707544,0.028464729,0.009453732,0.007257573,0.0060019083,0.005925738,0.004021042,1.7775792
0.029795822,0.045433946,0.06771401,0.039257895,0.03411537,0.010787784,0.00868562,0.0033692408,10.541151
0.047692478,0.04677723,0.0559776,0.031838264,0.02511651,0.0151005685,0.014157652,0.011228449,6.999446
0.02739022,0.030972911,0.02865065,0.00931097,0.0075638387,0.005044761,0.0052452045,0.004121706,1.7015002
0.02848614,0.038040042,0.047235582,0.019512773,0.015191215,0.007914183,0.008184285,0.0070956517,3.9303885
0.036600996,0.043302964,0.060230732,0.029365622,0.022018561,0.009668688,0.00821642,0.003915723,4.7820306
0.026783166,0.02629859,0.025504556,0.015058511,0.013139341,0.012961716,0.012556523,0.012107157,1.7527344
0.036117405,0.026063,0.025310675,0.014381225,0.012613831,0.009939006,0.008341309,0.0065246704,4.708152
0.04984818,0.053500503,0.06533539,0.04144477,0.03644431,0.017962072,0.015428077,0.008373756,12.3796625
0.030993829,0.027387576,0.024329659,0.015388648,0.0134764835,0.011111981,0.009801706,0.0074855625,4.1961265
0.04046362,0.047948547,0.04728974,0.015888829,0.01286934,0.0079777995,0.00819222,0.005156385,2.24085
0.033303782,0.025786448,0.023360148,0.0121035455,0.0105854,0.00815611,0.0067974185,0.0043595587,3.978894
0.023598755,0.023610713,0.024209892,0.011511198,0.009872163,0.0059658573,0.004928197,0.002333203,6.1333494
0.021708753,0.021403935,0.02348417,0.014523759,0.014044255,0.014244941,0.014791417,0.015867101,1.5832863
0.027406607,0.031075248,0.03354666,0.020518022,0.019046579,0.01973609,0.019771395,0.019559793,2.2587957
0.021259632,0.022667065,0.024032714,0.016304377,0.016610207,0.017131738,0.017251806,0.016676502,1.8098533
0.03221289,0.026931023,0.02061392,0.007661055,0.005994956,0.0046149404,0.0034210782,0.0004901953,0.9735765
0.070834264,0.065866694,0.06638578,0.03935468,0.03323192,0.028247166,0.028198952,0.022811228,7.352574
0.025465721,0.02340685,0.029336145,0.013068859,0.01047243,0.0047322055,0.0041760774,0.0010848058,3.0102468
0.022962056,0.027367173,0.026258953,0.0071598496,0.005319816,0.002839153,0.0036226485,0.002685612,1.9915525
0.041878745,0.053331077,0.07139357,0.060341857,0.050259646,0.022278605,0.019108852,0.010801205,5.5411944
0.021100853,0.024707733,0.02781029,0.0153880995,0.014236417,0.01391141,0.013697768,0.012669462,4.3991594
0.035057314,0.03667177,0.028279908,0.01030919,0.008128739,0.0069724084,0.006254276,0.005082944,1.1985971
0.03257447,0.04423047,0.054791216,0.023966111,0.018077433,0.010420232,0.009655201,0.008664685,3.4925218
0.0627015,0.06471623,0.055489153,0.022747224,0.017251937,0.012875581,0.012408903,0.008846258,1.7545624
0.026218621,0.022274569,0.015696727,0.006605327,0.005709036,0.005074325,0.0042290757,0.0030975349,1.1381198
0.03104898,0.029496873,0.037800357,0.016536437,0.012389951,0.00685479,0.0073985257,0.0033568526,4.759167
0.024539402,0.029753087,0.02885659,0.00816836,0.005352318,0.0032290104,0.0030817105,0.0027079163,1.832244
0.027898861,0.02241286,0.018957563,0.008896639,0.007813563,0.0059505836,0.00439409,0.0024953866,4.3240614
0.046222385,0.042163983,0.036343772,0.017569952,0.014829296,0.0121137,0.0108233495,0.008498935,1.722933
0.040146038,0.03564654,0.031434175,0.0129938815,0.010928234,0.009387119,0.0086353095,0.0075382804,1.8501613
0.028049383,0.023786422,0.015795872,0.0075241653,0.006743872,0.005367701,0.005980713,0.0043494464,1.0491487
0.026231997,0.025997372,0.032526065,0.019373976,0.019911742,0.01897726,0.01880892,0.019742934,5.907346
0.025520558,0.020430794,0.016216354,0.0070974915,0.004989488,0.004006172,0.005049015,0.0034620801,1.1102766
0.049238816,0.047598094,0.037807353,0.01863101,0.016079057,0.014961524,0.014151975,0.012762925,1.0205393
0.037994817,0.04189745,0.038751334,0.02105833,0.01920367,0.018550426,0.018046096,0.01824082,1.3687359
0.02498239,0.02193562,0.01813107,0.007778268,0.006881827,0.007041703,0.006681428,0.006637111,1.4110518
0.018639162,0.021847349,0.0232906,0.014404942,0.013562903,0.012834646,0.012649581,0.01214551,3.0522208
0.03584246,0.050474554,0.06717861,0.03228037,0.024182107,0.0117785465,0.012408602,0.009664963,5.6024127
0.019964512,0.02327925,0.021886889,0.01557604,0.01484631,0.015252895,0.0152111305,0.0142368935,0.91600764
0.04631395,0.056093577,0.07312012,0.043385945,0.03910625,0.019936375,0.017916793,0.01150325,11.601316
0.025678137,0.0213278,0.016303666,0.00813057,0.0059195794,0.005143352,0.0033228116,0.0018037773,2.7980523
0.024911968,0.024564754,0.021553617,0.009992737,0.008854587,0.007630498,0.00793241,0.0075145066,1.4544208
0.036510162,0.04057647,0.03547095,0.012386676,0.009243209,0.0034262834,0.0029798858,0.0033438187,2.4421668
0.037470337,0.04942673,0.07068714,0.03853009,0.03118957,0.010725124,0.0093152905,0.0033493098,8.092573
0.023353469,0.02545527,0.03074096,0.020018067,0.01880209,0.018411705,0.019356491,0.017348995,4.6099086
0.03975091,0.045072168,0.043976523,0.014426781,0.011202597,0.0061051263,0.004512653,0.0054308944,2.2827342
0.036510926,0.038563285,0.034231428,0.014188337,0.011394762,0.010609058,0.010594934,0.010487852,1.0739422
0.04431193,0.058727812,0.07475433,0.039812054,0.031710386,0.015240439,0.014907356,0.011599575,6.569497
0.049582493,0.05232234,0.046029236,0.014574679,0.010472561,0.004471509,0.0063873813,0.005195702,1.84878
0.027190153,0.02271923,0.01835735,0.010928341,0.00930128,0.0074544754,0.0059502525,0.004268726,3.908825
0.04385522,0.04340882,0.044171687,0.0359594,0.03471203,0.034412026,0.034282923,0.033679802,2.493448
0.026256524,0.021630304,0.018108185,0.008953036,0.0077437437,0.004584016,0.004105237,0.0017679604,4.6343374
0.021156617,0.025272736,0.024795236,0.016756773,0.014767378,0.013953329,0.01438947,0.0125794895,3.3355043
0.02216624,0.033244926,0.039654892,0.015970731,0.013730616,0.011624656,0.012036394,0.010786681,4.8901825
0.046985704,0.051226247,0.06235843,0.03786805,0.03260489,0.015644042,0.014240615,0.008290718,17.49561
0.035465196,0.044616323,0.050913982,0.017102646,0.011852875,0.0051079197,0.005207032,0.0038085445,2.6398432
0.02408466,0.033661257,0.036334272,0.01671885,0.014131467,0.011573976,0.011552554,0.010741002,2.3185456
0.082342416,0.0789602,0.07231226,0.046015628,0.039919056,0.03624183,0.03628244,0.031981636,3.400354
0.046113655,0.05107565,0.06503308,0.04658853,0.041581966,0.01941175,0.017382525,0.008636188,8.594534
0.047627427,0.04941089,0.042774033,0.0151446685,0.013188045,0.0109400805,0.008098654,0.006480885,2.270911
0.03892718,0.045664433,0.045705345,0.015310902,0.011250401,0.005885607,0.004909898,0.0034800519,2.9480188
0.04434582,0.062391233,0.08439075,0.04906349,0.039990395,0.015437,0.015313332,0.011083537,4.4152694
0.027445242,0.023244714,0.020000398,0.010759657,0.008811272,0.005992264,0.0044285967,0.0023021533,4.988539
0.030250797,0.035263296,0.031143142,0.020678408,0.018978892,0.018336529,0.018278714,0.017999072,0.87102187
0.044063,0.046355058,0.04516933,0.013734298,0.010467103,0.0056463177,0.0050515085,0.0032367883,2.1080377
0.03815516,0.036770333,0.033911508,0.015407647,0.012825295,0.0102755455,0.011803077,0.009681297,2.4423678
0.020139866,0.019829877,0.024327312,0.013357591,0.012800021,0.012257914,0.012542317,0.012826145,4.372605
0.020838613,0.027421053,0.02810685,0.015963955,0.013393432,0.012888499,0.013587221,0.012528549,2.036446
0.0430523,0.03875767,0.028969703,0.016756525,0.015141182,0.013808628,0.013686967,0.012277765,1.1699898
0.04118269,0.04980913,0.066890456,0.03910193,0.033448573,0.014771249,0.014259483,0.0077101416,5.2767544
0.021275144,0.024289595,0.023531465,0.015842719,0.0145480875,0.015190807,0.015709726,0.015049358,1.1984271
0.030160928,0.03132063,0.03708933,0.024102928,0.023072978,0.023210246,0.022783384,0.021895839,7.9023056
0.042675167,0.05275517,0.05053214,0.015730841,0.011406549,0.0068501267,0.0055818125,0.00450318,1.7414873
0.040841307,0.04358363,0.04348244,0.029733747,0.028638748,0.028783297,0.027649304,0.027388524,2.0094135
0.035010535,0.038223263,0.032256223,0.008610703,0.0053389166,0.0039133104,0.0024620537,0.0019246377,2.6087348
0.028459178,0.030908108,0.030488398,0.011928209,0.009896039,0.008149036,0.009108529,0.009411952,1.5948137
0.015027768,0.01898658,0.019761508,0.011423686,0.010172895,0.010188573,0.010089247,0.009109014,4.914989
0.07119716,0.09130157,0.11636919,0.10032035,0.09284164,0.046340283,0.04434014,0.026894271,3.80903
0.028662352,0.023331616,0.018692013,0.009372863,0.0070905937,0.0058181076,0.0039467276,0.0012830154,3.668616
0.021073261,0.022514487,0.02589683,0.01386675,0.013307089,0.013106576,0.013579773,0.012985308,4.524127
0.02399266,0.024482474,0.022263354,0.01629544,0.015694976,0.0153036695,0.014880886,0.0141853755,1.1172446
0.0512163,0.046325266,0.040830366,0.02884579,0.027264282,0.02509996,0.023314225,0.01994684,3.6997187
0.0268326,0.030204562,0.027500693,0.009493619,0.007381402,0.0057004457,0.005298415,0.0040582395,1.6318487
0.03443533,0.033404678,0.02841658,0.0135020465,0.010875151,0.008390663,0.0062608933,0.004225079,1.8249476
0.051064607,0.06045743,0.06257194,0.02380594,0.014895368,0.007905352,0.00657284,0.0050296937,1.7093177
0.02389537,0.027955057,0.025637366,0.008172112,0.005727069,0.0038459299,0.0036681534,0.0024059406,1.9572446
0.0357473,0.036747437,0.036140595,0.022995822,0.020586828,0.019847332,0.020549485,0.018969145,2.6670454
0.01960753,0.019987656,0.026400277,0.015496963,0.014803742,0.014698929,0.014243452,0.013957469,4.9820065
0.023952102,0.028024724,0.03148825,0.014865913,0.013929703,0.01221393,0.012152518,0.01070679,6.508642
0.04087005,0.04692069,0.06439327,0.038863957,0.034652364,0.016794523,0.018266842,0.013567401,17.043749
0.022634631,0.021471405,0.02098884,0.014997563,0.015763754,0.016277825,0.016862636,0.0174666,1.5305641
0.046674006,0.049788155,0.04526913,0.016966548,0.0127299065,0.009103954,0.0070870183,0.0054362924,2.2200637
0.033445656,0.02573421,0.022381324,0.013321636,0.011085867,0.008872369,0.007994523,0.004540211,3.866669
0.04469012,0.04682869,0.058596786,0.034346282,0.030745875,0.013392624,0.012394125,0.0071327896,16.28873
0.034380347,0.045390364,0.06788208,0.037001178,0.030954843,0.010591042,0.009844752,0.0033152527,9.695298
0.04432328,0.047256697,0.04712122,0.017926702,0.014311177,0.008613803,0.0061564515,0.006331158,2.4789953
0.028336206,0.021850724,0.018320784,0.008503214,0.0062139225,0.00471384,0.0034502316,0.0010091625,3.9451766
0.025278525,0.024750866,0.025207583,0.020147422,0.020064596,0.019415058,0.020657478,0.021087931,1.1893014
0.038279615,0.036695514,0.028969357,0.0155383805,0.013710542,0.012470414,0.011091396,0.008007873,1.5902013
0.01741823,0.020060001,0.019861657,0.010795817,0.010450018,0.010317846,0.010108716,0.009760276,2.5925174
0.041205738,0.039528713,0.034751616,0.015698804,0.0130355675,0.011848795,0.011598275,0.010099567,2.5666497
0.03965395,0.046737336,0.04493406,0.014793346,0.011819577,0.0049033505,0.0048351805,0.0036783335,1.9144268
0.028195476,0.034430638,0.05246348,0.030715385,0.027581293,0.009234364,0.00960446,0.0060526934,16.86166
0.013779649,0.013389066,0.016730662,0.0035266317,0.0034326422,0.0015238527,0.0018568331,0.0020671957,4.8106613
0.031427734,0.028367376,0.029845325,0.01594835,0.014879628,0.011637755,0.011825013,0.010999545,4.181357
0.015844729,0.017763441,0.02274212,0.007259913,0.005541402,0.0049790237,0.003782255,0.0035531446,4.3227844
0.041712157,0.05494649,0.06599789,0.029088806,0.02247866,0.01045933,0.011406342,0.008732099,2.9687405
0.022751514,0.023452384,0.029522896,0.015675578,0.015095878,0.014879551,0.015179509,0.015958052,7.1091394
0.05136734,0.0627321,0.06355027,0.024021965,0.015906427,0.0100689735,0.0071294066,0.0065110303,1.6670734
0.04362692,0.04153658,0.042383637,0.033178046,0.032884493,0.03273096,0.033363678,0.031512868,2.13019
0.059287485,0.06764712,0.08210383,0.06838718,0.060042895,0.027423216,0.025491012,0.012179969,6.4877186
0.02257646,0.023100896,0.02322406,0.009929206,0.008672835,0.006824955,0.006914296,0.0067968713,2.7014973
0.044731926,0.06061558,0.07921708,0.039672352,0.029896976,0.010712185,0.011080629,0.00731953,3.7262294
0.040519502,0.048910882,0.064754374,0.03591407,0.028889265,0.013317847,0.012963368,0.006750926,7.703479
0.03955369,0.041887794,0.052296255,0.026451373,0.020820064,0.010366215,0.0093567455,0.005080767,5.025727
0.021503545,0.020171624,0.01739806,0.0076536774,0.006175612,0.0044423076,0.0033655642,0.00047318442,4.9457684
0.020965865,0.026510598,0.026421644,0.015578963,0.014636234,0.013257167,0.012507647,0.01192026,4.852401
0.03299321,0.027039908,0.02424106,0.012295698,0.010543857,0.007885336,0.007190684,0.0051735695,4.558396
0.031316582,0.023323422,0.0205302,0.011116093,0.009840406,0.0073008104,0.0059536453,0.004498153,4.896114
0.03690728,0.04589733,0.067135595,0.033667915,0.027895434,0.009558636,0.008092271,0.0037846456,7.6256146
0.02613701,0.022723127,0.028065192,0.012947093,0.014944719,0.014978362,0.01516377,0.016497958,4.4838376
0.024634663,0.022805918,0.016571699,0.0078068357,0.006561358,0.0059297686,0.0059483326,0.0059971134,1.2474376
0.040582277,0.04732597,0.04486414,0.015178298,0.012580764,0.008083799,0.006117892,0.005313312,2.4837215
0.04008321,0.040790007,0.03702799,0.01133569,0.009259273,0.006612278,0.0041576102,0.0025308784,2.3263667
0.02582121,0.027504526,0.033680078,0.016891202,0.015132454,0.013640487,0.012982696,0.012928683,7.5989985
0.038327564,0.045102533,0.06066643,0.03145689,0.025070148,0.012658171,0.012127101,0.005948724,4.0249753
0.031969003,0.028408544,0.02121069,0.009760138,0.009115121,0.007238593,0.0069461497,0.0055169156,1.1524245
0.03861271,0.03916352,0.04032217,0.026879447,0.024783999,0.023816772,0.02431141,0.023750719,2.7116268
0.03241588,0.033528794,0.029863916,0.013698035,0.011495705,0.010919127,0.011207791,0.011619984,1.9129771
0.05286791,0.061966542,0.06873443,0.039808255,0.027488152,0.0086004585,0.007018085,0.0033677293,5.896426
0.025353055,0.022255994,0.025242116,0.012223961,0.009750866,0.006097317,0.0053883535,0.0019478009,2.9865866
0.025837824,0.026720904,0.025230471,0.014565208,0.013649969,0.01234963,0.012215025,0.011436657,1.7953197
0.030360159,0.025618002,0.033458143,0.019368444,0.019423006,0.01902692,0.019728528,0.019221283,8.161013
0.02649949,0.03383081,0.038457654,0.016079662,0.013220392,0.009681804,0.009175893,0.009044217,2.9609737
0.036692064,0.04296444,0.035774074,0.019539796,0.019059766,0.01730353,0.015966155,0.013861461,0.68764824
0.05723162,0.060218975,0.054225016,0.023737743,0.01867521,0.01363799,0.0102300905,0.008699904,1.4567394
0.030525904,0.039981835,0.059835844,0.031507835,0.025858758,0.008880903,0.0075289886,0.0024571265,10.003506
0.035092093,0.045392416,0.06736313,0.035929777,0.030009428,0.00965066,0.009054472,0.0030856375,9.885602
0.04122755,0.046685226,0.04647418,0.01580707,0.010543848,0.006091392,0.0053397003,0.004588866,2.289084
0.04435348,0.051011667,0.051726554,0.020816382,0.015668409,0.009429552,0.00976988,0.0061504203,2.547058
0.040779583,0.04051608,0.03278541,0.010569036,0.008218966,0.005588909,0.0056553087,0.004553478,1.1795847
0.032946024,0.046055205,0.059692316,0.026884217,0.020868294,0.0094467485,0.010105171,0.008240857,4.035341
0.041738268,0.048958935,0.04629975,0.015148642,0.009786088,0.0051536234,0.0040015536,0.0026774206,1.4617411
0.03224089,0.028720874,0.027983505,0.017647948,0.015327666,0.013311231,0.013634757,0.012409857,3.1189103
0.057526447,0.0715571,0.08934594,0.06506946,0.05365301,0.022148011,0.017941035,0.009532532,5.5630093
0.03686546,0.036886822,0.029908594,0.012315184,0.009849984,0.007852955,0.008091108,0.007094683,1.3207971
0.020364039,0.025851225,0.026080886,0.017434485,0.015301232,0.015230089,0.015188624,0.014313284,1.7278597
0.037878215,0.045347553,0.04391349,0.014828764,0.0114544295,0.0068425946,0.007705705,0.004076147,2.1108518
0.03777129,0.039074287,0.034811817,0.01144749,0.0094971545,0.006078722,0.0041363216,0.0022653155,2.1284468
0.028829172,0.022462089,0.018435555,0.009145325,0.0074629234,0.0056019444,0.0032772264,0.0010718538,4.4444838
0.020811021,0.021992026,0.021734396,0.01592948,0.015781553,0.01619918,0.01656708,0.01600586,1.4154435
0.04751798,0.05061657,0.047568943,0.019275738,0.013534715,0.009504384,0.007940641,0.006323365,2.5056844
0.020288242,0.021567626,0.029207028,0.015983168,0.015865736,0.015535136,0.017135262,0.016154144,6.3410068
